"X","full_name","resale_price","registered_year","engine_capacity","insurance","transmission_type","kms_driven","owner_type","fuel_type","max_power","seats","mileage","body_type","city"
3082,"2018 BMW 3 Series GT Luxury Line","₹ 25 Lakh","2018","1995 cc","Third Party insurance","Automatic","30,000 Kms","Third Owner","Diesel","188bhp",5,"21.76 kmpl","Sedan","Kolkata"
3084,"2020 Ford Ecosport 1.5 Diesel Titanium Plus","₹ 8.50 Lakh","2020","1498 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Diesel","98.96bhp",5,"21.7 kmpl","SUV","Kolkata"
3089,"2019 Honda Amaze S Petrol BSIV","₹ 5.40 Lakh","2019","1199 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","88.76bhp",5,"19.5 kmpl","Sedan","Kolkata"
3093,"2019 Maruti Swift VXI","₹ 5.75 Lakh","2019","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Kolkata"
3095,"2020 Hyundai Santro Sportz","₹ 4.60 Lakh","2020","1086 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","68.05bhp",5,"20.3 kmpl","Hatchback","Kolkata"
3098,"2020 Ford Ecosport 1.5 Petrol Titanium Plus","₹ 8.63 Lakh","2020","1496 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","120.69bhp",5,"15.9 kmpl","SUV","Kolkata"
3103,"2018 Renault KWID 1.0 RXT","₹ 3.10 Lakh","2018","999 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","67bhp",5,"23.01 kmpl","Hatchback","Kolkata"
3661,"2018 Maruti Alto 800 LXI","₹ 3.25 Lakh","2018","796 cc","Third Party insurance","Manual","90,000 Kms","Second Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Ahmedabad"
3664,"2018 Hyundai i20 1.2 Magna Executive","₹ 5.50 Lakh","2018","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.83bhp",5,"18.6 kmpl","Hatchback","Ahmedabad"
3667,"2019 Renault Triber RXZ BSIV","₹ 5.70 Lakh","2019","999 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","72bhp",7,"20 kmpl","MUV","Ahmedabad"
3705,"2019 Maruti Ciaz Delta Automatic BSIV","₹ 8.50 Lakh","2019","1462 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","103.25bhp",5,"20.28 kmpl","Sedan","Ahmedabad"
3720,"2020 Ford Ecosport Sports Diesel","₹ 9 Lakh","2020","1498 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","98.96bhp",5,"21.7 kmpl","SUV","Ahmedabad"
3725,"2020 Hyundai Santro Sportz AMT BSIV","₹ 4.80 Lakh","2020","1086 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Petrol","68bhp",5,"20.3 kmpl","Hatchback","Ahmedabad"
3758,"2019 Maruti Alto 800 LXI Opt CNG","₹ 4.75 Lakh","2019","796 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","CNG","47.3bhp",5,"33 kmpl","Hatchback","Ahmedabad"
3799,"2019 Mahindra XUV500 W11 Option BSIV","₹ 12 Lakh","2019","2179 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Ahmedabad"
3803,"2018 Maruti Swift Dzire VXI 1.2 BS IV","₹ 6.50 Lakh","2018","1197 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","81.80bhp",5,"22 kmpl","Sedan","Ahmedabad"
3819,"2020 Kia Seltos HTX IVT G","₹ 13 Lakh","2020","1497 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","113.42bhp",5,"16.8 kmpl","SUV","Ahmedabad"
3837,"2018 Maruti Baleno 1.2 Delta","₹ 4.80 Lakh","2018","1197 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Ahmedabad"
3840,"2018 Mahindra TUV 300 mHAWK100 T8","₹ 7.20 Lakh","2018","1493 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","100bhp",7,"18.49 kmpl","SUV","Ahmedabad"
3861,"2018 Maruti SX4 S Cross Zeta DDiS 200 SH","₹ 7.95 Lakh","2018","1248 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","88.5bhp",5,"25.1 kmpl","SUV","Ahmedabad"
3895,"2018 Mahindra XUV500 AT W10 FWD","₹ 9.70 Lakh","2018","2179 cc","Third Party insurance","Automatic","70,000 Kms","Second Owner","Diesel","140bhp",7,"16 kmpl","SUV","Ahmedabad"
3918,"2018 Datsun GO T Petrol","₹ 2.80 Lakh","2018","1198 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","67bhp",5,"19.83 kmpl","Hatchback","Ahmedabad"
3919,"2019 Maruti Wagon R ZXI 1.2","₹ 5 Lakh","2019","1197 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","81.80bhp",5,"20.52 kmpl","Hatchback","Ahmedabad"
3933,"2020 Tata Altroz XZ Option","₹ 7.15 Lakh","2020","1199 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","84.88bhp",5,"18.53 kmpl","Hatchback","Ahmedabad"
3951,"2020 Mahindra Marazzo M2 BSVI","₹ 10 Lakh","2020","1497 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","120.96bhp",7,"17.3 kmpl","MUV","Ahmedabad"
3993,"2019 Maruti Celerio Tour 2018-2021 H2 CNG","₹ 3.60 Lakh","2019","998 cc","Third Party insurance","Manual","90,000 Kms","Second Owner","CNG","",5,"","Hatchback","Ahmedabad"
4008,"2018 Renault Duster 85PS Diesel RxS","₹ 6.50 Lakh","2018","1461 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Diesel","83.8bhp",5,"19.87 kmpl","SUV","Ahmedabad"
4030,"2020 Maruti Wagon R VXI","₹ 4.60 Lakh","2020","998 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","67.05bhp",5,"21.79 kmpl","Hatchback","Ahmedabad"
4053,"2019 Hyundai Grand i10 1.2 CRDi Magna","₹ 5.30 Lakh","2019","1186 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","73.97bhp",5,"24 kmpl","Hatchback","Ahmedabad"
4070,"2018 Maruti Vitara Brezza ZDi Plus AMT","₹ 8.50 Lakh","2018","1248 cc","Third Party insurance","Automatic","90,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Ahmedabad"
4087,"2018 Honda City i-VTEC CVT ZX","₹ 9.50 Lakh","2018","1497 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Petrol","117.6bhp",5,"18 kmpl","Sedan","Ahmedabad"
4105,"2019 Fiat Punto EVO 1.3 Emotion","₹ 4.76 Lakh","2019","1248 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Diesel","91.7bhp",5,"20.5 kmpl","Hatchback","Ahmedabad"
4107,"2018 Honda City i-VTEC CVT V","₹ 7 Lakh","2018","1497 cc","Third Party insurance","Automatic","60,000 Kms","Second Owner","Petrol","117.6bhp",5,"18 kmpl","Sedan","Ahmedabad"
4109,"2019 Maruti Ciaz Alpha BSIV","₹ 8 Lakh","2019","1462 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","103.25bhp",5,"21.56 kmpl","Sedan","Ahmedabad"
4123,"2019 Maruti Wagon R LXI CNG","₹ 4.75 Lakh","2019","998 cc","Third Party insurance","Manual","70,000 Kms","First Owner","CNG","58.16bhp",5,"26.6 kmpl","Hatchback","Ahmedabad"
4124,"2018 Mahindra KUV 100 NXT D75 K2","₹ 3.30 Lakh","2018","1198 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","77bhp",6,"25.32 kmpl","Hatchback","Ahmedabad"
4126,"2019 Maruti Eeco CNG 5 Seater AC BSIV","₹ 3.70 Lakh","2019","1196 cc","Third Party insurance","Manual","90,000 Kms","First Owner","CNG","61.7bhp",5,"21.94 km/kg","Minivans","Ahmedabad"
4142,"2020 Kia Sonet GTX Plus Turbo DCT BSVI","₹ 11.25 Lakh","2020","998 cc","Third Party insurance","Automatic","40,000 Kms","Second Owner","Petrol","118.36bhp",5,"18.3 kmpl","SUV","Ahmedabad"
4160,"2018 Honda City i-VTEC CVT VX","₹ 8 Lakh","2018","1497 cc","Third Party insurance","Automatic","90,000 Kms","First Owner","Petrol","117.6bhp",5,"18 kmpl","Sedan","Ahmedabad"
4162,"2019 Hyundai i20 Petrol Asta","₹ 6.20 Lakh","2019","1197 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Ahmedabad"
4166,"2019 Maruti Alto 800 CNG LXI","₹ 3.20 Lakh","2019","796 cc","Third Party insurance","Manual","60,000 Kms","First Owner","CNG","40.3bhp",5,"33.44 kmpl","Hatchback","Ahmedabad"
4180,"2019 Maruti Wagon R ZXI 1.2","₹ 5.70 Lakh","2019","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","81.80bhp",5,"20.52 kmpl","Hatchback","Ahmedabad"
4181,"2018 Renault Captur 1.5 Diesel Platine","₹ 7.35 Lakh","2018","1461 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","108.45bhp",5,"20.37 kmpl","SUV","Ahmedabad"
4202,"2020 Maruti Eeco 7 Seater STD 2020-2022","₹ 3.70 Lakh","2020","1196 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","72.41bhp",7,"16.11 kmpl","Minivans","Ahmedabad"
4203,"2018 Maruti Alto 800 LXI","₹ 2.80 Lakh","2018","796 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Ahmedabad"
4218,"2020 Ford Ecosport 1.5 Diesel Ambiente BSIV","₹ 7.25 Lakh","2020","1498 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Ahmedabad"
4219,"2018 Toyota Innova Crysta 2.4 GX MT 8S BSIV","₹ 18 Lakh","2018","2393 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Diesel","147.8bhp",8,"13.68 kmpl","MUV","Ahmedabad"
4221,"2020 Maruti Baleno Delta","₹ 6.20 Lakh","2020","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Ahmedabad"
4225,"2018 Maruti Ciaz 1.4 Delta","₹ 8 Lakh","2018","1373 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","91.1bhp",5,"20.73 kmpl","Sedan","Ahmedabad"
4258,"2019 Hyundai Santro Sportz BSIV","₹ 4.80 Lakh","2019","1086 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","68bhp",5,"20.3 kmpl","Hatchback","Ahmedabad"
4262,"2020 Maruti Alto 800 LXI","₹ 3.40 Lakh","2020","796 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Ahmedabad"
4279,"2020 Ford Ecosport 1.5 Diesel Titanium","₹ 9.50 Lakh","2020","1498 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Diesel","98.96bhp",5,"21.7 kmpl","SUV","Ahmedabad"
4280,"2018 Maruti Alto 800 CNG LXI","₹ 3.25 Lakh","2018","796 cc","Third Party insurance","Manual","60,000 Kms","First Owner","CNG","40.3bhp",5,"33.44 kmpl","Hatchback","Ahmedabad"
4299,"2019 Maruti Alto 800 LXI CNG","₹ 3.15 Lakh","2019","796 cc","Third Party insurance","Manual","70,000 Kms","First Owner","CNG","47.3bhp",5,"33 kmpl","Hatchback","Ahmedabad"
4300,"2018 Maruti Ciaz 1.3 Delta","₹ 6.50 Lakh","2018","1248 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","88.5bhp",5,"28.09 kmpl","Sedan","Ahmedabad"
4318,"2019 Maruti Alto 800 LXI","₹ 3.50 Lakh","2019","796 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Ahmedabad"
4320,"2019 Maruti Eeco CNG HTR 5-STR","₹ 4.90 Lakh","2019","1196 cc","Third Party insurance","Manual","50,000 Kms","First Owner","CNG","63bhp",5,"21.94 km/kg","Minivans","Ahmedabad"
4337,"2018 Hyundai Creta 1.6 VTVT SX Plus","₹ 8 Lakh","2018","1591 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","121.3bhp",5,"13 kmpl","SUV","Ahmedabad"
4338,"2018 Mahindra KUV 100 NXT Trip","₹ 3.50 Lakh","2018","1198 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","CNG","82bhp",6,"18.15 kmpl","SUV","Ahmedabad"
4339,"2018 Maruti Baleno 1.2 Delta","₹ 4.50 Lakh","2018","1197 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Ahmedabad"
4343,"2019 Hyundai Venue SX Opt Diesel BSIV","₹ 10 Lakh","2019","1396 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","88.7bhp",5,"23.7 kmpl","SUV","Ahmedabad"
4357,"2018 Maruti Ciaz 1.4 Delta","₹ 4.50 Lakh","2018","1373 cc","Third Party insurance","Manual","1,20,000 Kms","Second Owner","Petrol","91.1bhp",5,"20.73 kmpl","Sedan","Ahmedabad"
4359,"2018 Maruti Alto K10 VXI","₹ 3.75 Lakh","2018","998 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Petrol","67.05bhp",5,"23.95 kmpl","Hatchback","Ahmedabad"
4379,"2019 Maruti Alto 800 VXI Optional","₹ 3.70 Lakh","2019","796 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Ahmedabad"
4395,"2020 Maruti Swift AMT VDI","₹ 7.50 Lakh","2020","1248 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Diesel","74bhp",5,"28.4 kmpl","Hatchback","Ahmedabad"
4399,"2020 Maruti Swift AMT VDI","₹ 7.35 Lakh","2020","1248 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Diesel","74bhp",5,"28.4 kmpl","Hatchback","Ahmedabad"
4413,"2019 Hyundai Tucson 2.0 Dual VTVT 2WD AT GL Opt","₹ 17 Lakh","2019","1999 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","152.88bhp",5,"12.95 kmpl","SUV","Ahmedabad"
4420,"2020 Hyundai Grand i10 Nios Sportz","₹ 6.55 Lakh","2020","1197 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Ahmedabad"
4434,"2018 Honda Amaze S i-DTEC","₹ 6 Lakh","2018","1498 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","98.6bhp",5,"25.8 kmpl","Sedan","Ahmedabad"
4436,"2020 Hyundai Grand i10 Nios Sportz","₹ 6.50 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Ahmedabad"
4453,"2018 Renault Captur 1.5 Diesel Platine","₹ 7.55 Lakh","2018","1461 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","108.45bhp",5,"20.37 kmpl","SUV","Ahmedabad"
4470,"2018 Mahindra KUV 100 NXT D75 K2","₹ 3.50 Lakh","2018","1198 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","77bhp",6,"25.32 kmpl","Hatchback","Ahmedabad"
4476,"2020 Kia Seltos HTX IVT G","₹ 14.50 Lakh","2020","1497 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","113.42bhp",5,"16.8 kmpl","SUV","Ahmedabad"
4490,"2020 Tata Altroz XE BSVI","₹ 5.50 Lakh","2020","1199 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","86.83bhp",5,"19.33 kmpl","Hatchback","Ahmedabad"
4491,"2018 Mahindra Marazzo M6 8Str","₹ 8.50 Lakh","2018","1497 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","121bhp",8,"17.3 kmpl","MUV","Ahmedabad"
4495,"2020 Ford Ecosport 1.5 Diesel Titanium Plus","₹ 9 Lakh","2020","1498 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","98.96bhp",5,"21.7 kmpl","SUV","Ahmedabad"
4956,"2018 Maruti Eeco CNG HTR 5-STR","₹ 4.20 Lakh","2018","1196 cc","Third Party insurance","Manual","60,000 Kms","First Owner","CNG","63bhp",5,"21.94 km/kg","Minivans","Ahmedabad"
4957,"2019 Toyota Etios Liva 1.2 G","₹ 4 Lakh","2019","1197 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Petrol","78.9bhp",5,"17.71 kmpl","Hatchback","Ahmedabad"
4960,"2018 Datsun GO Plus A Petrol","₹ 3.25 Lakh","2018","1198 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Petrol","67.05bhp",7,"19.02 kmpl","MUV","Ahmedabad"
4967,"2020 Maruti Ertiga VXI AT","₹ 10.25 Lakh","2020","1462 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","103.26bhp",7,"17.99 kmpl","MUV","Chennai"
4973,"2019 Kia Seltos GTX DCT","₹ 11.50 Lakh","2019","1353 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Petrol","138bhp",5,"16.2 kmpl","SUV","Chennai"
4982,"2019 Tata Tigor 1.05 Revotorq XZ","₹ 6.20 Lakh","2019","1047 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","69bhp",5,"24.7 kmpl","Sedan","Chennai"
4993,"2018 Hyundai EON Era Plus","₹ 3 Lakh","2018","814 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","55.2bhp",5,"21.1 kmpl","Hatchback","Chennai"
4995,"2019 Maruti Vitara Brezza ZDi","₹ 9.50 Lakh","2019","1248 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Chennai"
4997,"2019 Renault KWID 1.0 AMT RXT","₹ 4.10 Lakh","2019","999 cc","Third Party insurance","Automatic","20,000 Kms","Second Owner","Petrol","67bhp",5,"24.04 kmpl","Hatchback","Chennai"
5012,"2020 Nissan Kicks 1.3 Turbo XV Pre Option DT","₹ 11 Lakh","2020","1330 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","153.87bhp",5,"14.23 kmpl","SUV","Chennai"
5017,"2018 Maruti Baleno 1.2 Alpha","₹ 7 Lakh","2018","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Chennai"
5028,"2019 Hyundai i20 Sportz Plus Diesel","₹ 7.50 Lakh","2019","1396 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","88.76bhp",5,"22.54 kmpl","Hatchback","Chennai"
5031,"2019 Hyundai i20 Sportz Plus Diesel","₹ 7 Lakh","2019","1396 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","88.76bhp",5,"22.54 kmpl","Hatchback","Chennai"
5032,"2018 Maruti Swift VDI","₹ 6.45 Lakh","2018","1248 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","74bhp",5,"28.4 kmpl","Hatchback","Chennai"
5067,"2020 Maruti Swift AMT ZXI Plus","₹ 7.05 Lakh","2020","1197 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Chennai"
5069,"2019 Tata Tiago 1.2 Revotron XZ","₹ 5 Lakh","2019","1199 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","84bhp",5,"23.84 kmpl","Hatchback","Chennai"
5085,"2018 Honda Jazz VX CVT","₹ 7.80 Lakh","2018","1199 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","88.7bhp",5,"18.2 kmpl","Hatchback","Chennai"
5101,"2020 Honda City VX CVT","₹ 11.25 Lakh","2020","1498 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","119.35bhp",5,"18.3 kmpl","Sedan","Chennai"
5102,"2019 Hyundai Verna VTVT 1.6 SX","₹ 9 Lakh","2019","1591 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Chennai"
5104,"2018 Hyundai Creta 1.6 CRDi SX Plus","₹ 11.50 Lakh","2018","1582 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","126.2bhp",5,"19.67 kmpl","SUV","Chennai"
5116,"2020 Maruti Baleno Delta","₹ 6.60 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","Second Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Chennai"
5117,"2020 Maruti Ertiga VXI AT","₹ 10.25 Lakh","2020","1462 cc","Third Party insurance","Automatic","20,000 Kms","Second Owner","Petrol","103.26bhp",7,"17.99 kmpl","MUV","Chennai"
5121,"2020 Toyota Glanza G","₹ 8 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Chennai"
5161,"2020 Ford Figo Titanium","₹ 5.15 Lakh","2020","1194 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","94.93bhp",5,"18.5 kmpl","Hatchback","Chennai"
5174,"2020 Maruti Alto 800 VXI Plus BSVI","₹ 4 Lakh","2020","796 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Chennai"
5176,"2019 Maruti Swift AMT ZXI Plus BSIV","₹ 7.50 Lakh","2019","1197 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Petrol","81.80bhp",5,"22 kmpl","Hatchback","Chennai"
5178,"2018 Tata Zest Quadrajet 1.3 75PS XE","₹ 5.25 Lakh","2018","1248 cc","Third Party insurance","Manual","1,00,000 Kms","Second Owner","Diesel","74bhp",5,"22.95 kmpl","Sedan","Chennai"
5187,"2019 Nissan Kicks Diesel","₹ 8 Lakh","2019","1461 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","108.49bhp",NA,"19.39 kmpl","Hatchback","Chennai"
5188,"2019 Maruti Vitara Brezza VDi","₹ 7.60 Lakh","2019","1248 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Chennai"
5193,"2019 Honda Jazz VX CVT","₹ 7.50 Lakh","2019","1199 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","88.7bhp",5,"18.2 kmpl","Hatchback","Chennai"
5205,"2019 Maruti Ertiga ZXI Plus Petrol","₹ 9.85 Lakh","2019","1462 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","103bhp",7,"19.34 kmpl","MUV","Chennai"
5206,"2019 Maruti Alto 800 LXI","₹ 3.20 Lakh","2019","796 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Chennai"
5212,"2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV","₹ 5.45 Lakh","2019","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Chennai"
5222,"2019 Hyundai Venue SX Opt Turbo BSIV","₹ 9 Lakh","2019","998 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","118.35bhp",5,"18.27 kmpl","SUV","Chennai"
5224,"2019 BMW X3 xDrive 30i Luxury Line","₹ 48 Lakh","2019","1998 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Petrol","248.08bhp",5,"13.17 kmpl","SUV","Chennai"
5225,"2019 BMW X3 xDrive 30i Luxury Line","₹ 48 Lakh","2019","1998 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Petrol","248.08bhp",5,"13.17 kmpl","SUV","Chennai"
5241,"2018 Datsun RediGO T Option","₹ 2.85 Lakh","2018","799 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","53.64bhp",5,"22.7 kmpl","Hatchback","Chennai"
5244,"2018 Maruti Ciaz 1.3 Delta","₹ 9.50 Lakh","2018","1248 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Diesel","88.5bhp",5,"28.09 kmpl","Sedan","Chennai"
5259,"2019 Hyundai i20 Asta Option CVT BSIV","₹ 8.50 Lakh","2019","1197 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","81.86bhp",5,"17.4 kmpl","Hatchback","Chennai"
5260,"2019 Maruti Swift Dzire VXI 1.2","₹ 6.30 Lakh","2019","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Chennai"
5264,"2020 Hyundai Grand i10 Nios AMT Sportz","₹ 5.70 Lakh","2020","1197 cc","Third Party insurance","Automatic","20,000 Kms","Third Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Chennai"
5285,"2018 BMW 5 Series 520d Luxury Line","₹ 39 Lakh","2018","1995 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Diesel","187.74bhp",5,"20.37 kmpl","Sedan","Chennai"
5286,"2019 Maruti Vitara Brezza ZDi Plus AMT Dual Tone","₹ 8.90 Lakh","2019","1248 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Chennai"
5301,"2018 Maruti Alto 800 VXI Optional","₹ 3.20 Lakh","2018","796 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Chennai"
5302,"2019 Maruti Baleno Zeta","₹ 7.25 Lakh","2019","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Chennai"
5334,"2020 Hyundai Grand i10 Nios AMT Sportz","₹ 5.60 Lakh","2020","1197 cc","Third Party insurance","Automatic","20,000 Kms","Third Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Chennai"
5335,"2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT","₹ 4.20 Lakh","2018","1197 cc","Third Party insurance","Automatic","90,000 Kms","Third Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Chennai"
5340,"2020 Renault Duster RXS 85PS BSIV","₹ 8.60 Lakh","2020","1461 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","84bhp3750rpm",5,"19.87 kmpl","SUV","Chennai"
5371,"2020 MG ZS EV Exclusive","₹ 19 Lakh","2020","0 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Electric","140.8bhp",5,"","SUV","Chennai"
5372,"2018 Hyundai Elantra 2.0 SX Option AT","₹ 15.50 Lakh","2018","1999 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Petrol","149.92bhp",5,"14.62 kmpl","Sedan","Chennai"
5375,"2018 Hyundai Elantra 2.0 SX Option AT","₹ 16 Lakh","2018","1999 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Petrol","149.92bhp",5,"14.62 kmpl","Sedan","Chennai"
5391,"2020 Maruti Swift LXI","₹ 5 Lakh","2020","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Chennai"
